RK23 Using Bisection Time Stepping,,RK23 Using Constant E.h Time Stepping,,RK23 Using O(h) Stepping,,RK23 Without Time Stepping,,RK23 Using Bisection Time Stepping,,RK23 Using Constant E.h Time Stepping,,RK23 Using O(h) Stepping,,RK23 Without Time Stepping,
,,,,,,11.766,1.29994,,,,,,,11.766,1.299948
,,,,,,11.768,1.29988,,,,,,,11.768,1.299888
,,,,,,11.77,1.29982,,,,,,,11.77,1.299828
,,,,,,11.772,1.29976,,,,,,,11.772,1.299768
,,,,,,11.774,1.2997,,,,,,,11.774,1.299708
,,,,,,11.776,1.29964,,,,,,,11.776,1.299648
,,,,,,11.778,1.29958,,,,,,,11.778,1.299588
,,,,,,11.78,1.29952,,,,,,,11.78,1.299528
,,,,,,11.782,1.299461,,,,,,,11.782,1.299468
,,,,,,11.784,1.299401,,,,,,,11.784,1.299408
,,,,,,11.786,1.299341,,,,,,,11.786,1.299349
,,,,,,11.788,1.299281,,,,,,,11.788,1.299289
,,,,,,11.79,1.299221,,,,,,,11.79,1.299229
,,,,,,11.792,1.299161,,,,,,,11.792,1.299169
,,,,,,11.794,1.299101,,,,,,,11.794,1.299109
,,,,,,11.796,1.299042,,,,,,,11.796,1.299049
,,,,,,11.798,1.298982,,,,,,,11.798,1.29899
,,,,,,11.8,1.298922,,,,,,,11.8,1.29893
,,,,,,11.802,1.298862,,,,,,,11.802,1.29887
,,,,,,11.804,1.298802,,,,,,,11.804,1.29881
,,,,,,11.806,1.298743,,,,,,,11.806,1.29875
,,,,,,11.808,1.298683,,,,,,,11.808,1.298691
,,,,,,11.81,1.298623,,,,,,,11.81,1.298631
,,,,,,11.812,1.298563,,,,,,,11.812,1.298571
,,,,,,11.814,1.298504,,,,,,,11.814,1.298512
,,,,,,11.816,1.298444,,,,,,,11.816,1.298452
,,,,,,11.818,1.298384,,,,,,,11.818,1.298392
,,,,,,11.82,1.298325,,,,,,,11.82,1.298332
,,,,,,11.822,1.298265,,,,,,,11.822,1.298273
,,,,,,11.824,1.298205,,,,,,,11.824,1.298213
,,,,,,11.826,1.298146,,,,,,,11.826,1.298154
,,,,,,11.828,1.298086,,,,,,,11.828,1.298094
,,,,,,11.83,1.298027,,,,,,,11.83,1.298034
,,,,,,11.832,1.297967,,,,,,,11.832,1.297975
,,,,,,11.834,1.297907,,,,,,,11.834,1.297915
,,,,,,11.836,1.297848,,,,,,,11.836,1.297856
,,,,,,11.838,1.297788,,,,,,,11.838,1.297796
,,,,,,11.84,1.297729,,,,,,,11.84,1.297736
,,,,,,11.842,1.297669,,,,,,,11.842,1.297677
,,,,,,11.844,1.29761,,,,,,,11.844,1.297617
,,,,,,11.846,1.29755,,,,,,,11.846,1.297558
,,,,,,11.848,1.297491,,,,,,,11.848,1.297498
,,,,,,11.85,1.297431,,,,,,,11.85,1.297439
,,,,,,11.852,1.297372,,,,,,,11.852,1.297379
,,,,,,11.854,1.297312,,,,,,,11.854,1.29732
,,,,,,11.856,1.297253,,,,,,,11.856,1.29726
,,,,,,11.858,1.297193,,,,,,,11.858,1.297201
,,,,,,11.86,1.297134,,,,,,,11.86,1.297142
,,,,,,11.862,1.297074,,,,,,,11.862,1.297082
,,,,,,11.864,1.297015,,,,,,,11.864,1.297023
,,,,,,11.866,1.296956,,,,,,,11.866,1.296963
,,,,,,11.868,1.296896,,,,,,,11.868,1.296904
,,,,,,11.87,1.296837,,,,,,,11.87,1.296845
,,,,,,11.872,1.296777,,,,,,,11.872,1.296785
,,,,,,11.874,1.296718,,,,,,,11.874,1.296726
,,,,,,11.876,1.296659,,,,,,,11.876,1.296667
,,,,,,11.878,1.296599,,,,,,,11.878,1.296607
,,,,,,11.88,1.29654,,,,,,,11.88,1.296548
,,,,,,11.882,1.296481,,,,,,,11.882,1.296489
,,,,,,11.884,1.296422,,,,,,,11.884,1.296429
,,,,,,11.886,1.296362,,,,,,,11.886,1.29637
,,,,,,11.888,1.296303,,,,,,,11.888,1.296311
,,,,,,11.89,1.296244,,,,,,,11.89,1.296251
,,,,,,11.892,1.296185,,,,,,,11.892,1.296192
,,,,,,11.894,1.296125,,,,,,,11.894,1.296133
,,,,,,11.896,1.296066,,,,,,,11.896,1.296074
,,,,,,11.898,1.296007,,,,,,,11.898,1.296015
,,,,,,11.9,1.295948,,,,,,,11.9,1.295955
,,,,,,11.902,1.295888,,,,,,,11.902,1.295896
,,,,,,11.904,1.295829,,,,,,,11.904,1.295837
,,,,,,11.906,1.29577,,,,,,,11.906,1.295778
,,,,,,11.908,1.295711,,,,,,,11.908,1.295719
,,,,,,11.91,1.295652,,,,,,,11.91,1.29566
,,,,,,11.912,1.295593,,,,,,,11.912,1.2956
,,,,,,11.914,1.295534,,,,,,,11.914,1.295541
,,,,,,11.916,1.295475,,,,,,,11.916,1.295482
,,,,,,11.918,1.295415,,,,,,,11.918,1.295423
,,,,,,11.92,1.295356,,,,,,,11.92,1.295364
,,,,,,11.922,1.295297,,,,,,,11.922,1.295305
,,,,,,11.924,1.295238,,,,,,,11.924,1.295246
,,,,,,11.926,1.295179,,,,,,,11.926,1.295187
,,,,,,11.928,1.29512,,,,,,,11.928,1.295128
,,,,,,11.93,1.295061,,,,,,,11.93,1.295069
,,,,,,11.932,1.295002,,,,,,,11.932,1.29501
,,,,,,11.934,1.294943,,,,,,,11.934,1.294951
,,,,,,11.936,1.294884,,,,,,,11.936,1.294892
,,,,,,11.938,1.294825,,,,,,,11.938,1.294833
,,,,,,11.94,1.294766,,,,,,,11.94,1.294774
,,,,,,11.942,1.294707,,,,,,,11.942,1.294715
,,,,,,11.944,1.294648,,,,,,,11.944,1.294656
,,,,,,11.946,1.294589,,,,,,,11.946,1.294597
,,,,,,11.948,1.294531,,,,,,,11.948,1.294538
,,,,,,11.95,1.294472,,,,,,,11.95,1.294479
,,,,,,11.952,1.294413,,,,,,,11.952,1.29442
,,,,,,11.954,1.294354,,,,,,,11.954,1.294362
,,,,,,11.956,1.294295,,,,,,,11.956,1.294303
,,,,,,11.958,1.294236,,,,,,,11.958,1.294244
,,,,,,11.96,1.294177,,,,,,,11.96,1.294185
,,,,,,11.962,1.294118,,,,,,,11.962,1.294126
,,,,,,11.964,1.29406,,,,,,,11.964,1.294067
,,,,,,11.966,1.294001,,,,,,,11.966,1.294008
,,,,,,11.968,1.293942,,,,,,,11.968,1.29395
,,,,,,11.97,1.293883,,,,,,,11.97,1.293891
,,,,,,11.972,1.293824,,,,,,,11.972,1.293832
,,,,,,11.974,1.293766,,,,,,,11.974,1.293773
,,,,,,11.976,1.293707,,,,,,,11.976,1.293715
,,,,,,11.978,1.293648,,,,,,,11.978,1.293656
,,,,,,11.98,1.29359,,,,,,,11.98,1.293597
,,,,,,11.982,1.293531,,,,,,,11.982,1.293538
,,,,,,11.984,1.293472,,,,,,,11.984,1.29348
,,,,,,11.986,1.293413,,,,,,,11.986,1.293421
,,,,,,11.988,1.293355,,,,,,,11.988,1.293362
,,,,,,11.99,1.293296,,,,,,,11.99,1.293304
,,,,,,11.992,1.293237,,,,,,,11.992,1.293245
,,,,,,11.994,1.293179,,,,,,,11.994,1.293186
,,,,,,11.996,1.29312,,,,,,,11.996,1.293128
,,,,,,11.998,1.293062,,,,,,,11.998,1.293069
,,,,,,12,1.293003,,,,,,,12,1.292986
,,,,,,12.002,1.292744,,,,,,,12.002,1.292727
,,,,,,12.004,1.292486,,,,,,,12.004,1.292469
,,,,,,12.006,1.292228,,,,,,,12.006,1.292211
,,,,,,12.008,1.29197,,,,,,,12.008,1.291953
,,,,,,12.01,1.291712,,,,,,,12.01,1.291695
,,,,,,12.012,1.291454,,,,,,,12.012,1.291437
,,,,,,12.014,1.291197,,,,,,,12.014,1.29118
,,,,,,12.016,1.29094,,,,,,,12.016,1.290922
,,,,,,12.018,1.290682,,,,,,,12.018,1.290665
,,,,,,12.02,1.290426,,,,,,,12.02,1.290408
,,,,,,12.022,1.290169,,,,,,,12.022,1.290151
,,,,,,12.024,1.289912,,,,,,,12.024,1.289895
,,,,,,12.026,1.289656,,,,,,,12.026,1.289638
,,,,,,12.028,1.289399,,,,,,,12.028,1.289382
,,,,,,12.03,1.289143,,,,,,,12.03,1.289126
,,,,,,12.032,1.288887,,,,,,,12.032,1.28887
,,,,,,12.034,1.288632,,,,,,,12.034,1.288614
,,,,,,12.036,1.288376,,,,,,,12.036,1.288359
,,,,,,12.038,1.28812,,,,,,,12.038,1.288103
,,,,,,12.04,1.287865,,,,,,,12.04,1.287848
,,,,,,12.042,1.28761,,,,,,,12.042,1.287593
,,,,,,12.044,1.287355,,,,,,,12.044,1.287338
,,,,,,12.046,1.2871,,,,,,,12.046,1.287083
,,,,,,12.048,1.286846,,,,,,,12.048,1.286829
,,,,,,12.05,1.286591,,,,,,,12.05,1.286574
,,,,,,12.052,1.286337,,,,,,,12.052,1.28632
,,,,,,12.054,1.286083,,,,,,,12.054,1.286066
,,,,,,12.056,1.285829,,,,,,,12.056,1.285812
,,,,,,12.058,1.285576,,,,,,,12.058,1.285558
,,,,,,12.06,1.285322,,,,,,,12.06,1.285305
,,,,,,12.062,1.285069,,,,,,,12.062,1.285051
,,,,,,12.064,1.284815,,,,,,,12.064,1.284798
,,,,,,12.066,1.284562,,,,,,,12.066,1.284545
,,,,,,12.068,1.28431,,,,,,,12.068,1.284292
,,,,,,12.07,1.284057,,,,,,,12.07,1.28404
,,,,,,12.072,1.283804,,,,,,,12.072,1.283787
,,,,,,12.074,1.283552,,,,,,,12.074,1.283535
,,,,,,12.076,1.2833,,,,,,,12.076,1.283283
,,,,,,12.078,1.283048,,,,,,,12.078,1.283031
,,,,,,12.08,1.282796,,,,,,,12.08,1.282779
,,,,,,12.082,1.282544,,,,,,,12.082,1.282527
,,,,,,12.084,1.282293,,,,,,,12.084,1.282276
,,,,,,12.086,1.282041,,,,,,,12.086,1.282024
,,,,,,12.088,1.28179,,,,,,,12.088,1.281773
,,,,,,12.09,1.281539,,,,,,,12.09,1.281522
,,,,,,12.092,1.281288,,,,,,,12.092,1.281271
,,,,,,12.094,1.281038,,,,,,,12.094,1.281021
,,,,,,12.096,1.280787,,,,,,,12.096,1.28077
,,,,,,12.098,1.280537,,,,,,,12.098,1.28052
,,,,,,12.1,1.280287,,,,,,,12.1,1.28027
,,,,,,12.102,1.280037,,,,,,,12.102,1.28002
,,,,,,12.104,1.279787,,,,,,,12.104,1.27977
,,,,,,12.106,1.279537,,,,,,,12.106,1.27952
,,,,,,12.108,1.279288,,,,,,,12.108,1.279271
,,,,,,12.11,1.279039,,,,,,,12.11,1.279021
,,,,,,12.112,1.27879,,,,,,,12.112,1.278772
,,,,,,12.114,1.278541,,,,,,,12.114,1.278523
,,,,,,12.116,1.278292,,,,,,,12.116,1.278275
,,,,,,12.118,1.278043,,,,,,,12.118,1.278026
,,,,,,12.12,1.277795,,,,,,,12.12,1.277778
,,,,,,12.122,1.277546,,,,,,,12.122,1.277529
,,,,,,12.124,1.277298,,,,,,,12.124,1.277281
,,,,,,12.126,1.27705,,,,,,,12.126,1.277033
,,,,,,12.128,1.276803,,,,,,,12.128,1.276786
,,,,,,12.13,1.276555,,,,,,,12.13,1.276538
,,,,,,12.132,1.276308,,,,,,,12.132,1.276291
,,,,,,12.134,1.27606,,,,,,,12.134,1.276043
,,,,,,12.136,1.275813,,,,,,,12.136,1.275796
,,,,,,12.138,1.275566,,,,,,,12.138,1.275549
,,,,,,12.14,1.27532,,,,,,,12.14,1.275303
,,,,,,12.142,1.275073,,,,,,,12.142,1.275056
,,,,,,12.144,1.274827,,,,,,,12.144,1.27481
,,,,,,12.146,1.27458,,,,,,,12.146,1.274563
,,,,,,12.148,1.274334,,,,,,,12.148,1.274317
,,,,,,12.15,1.274088,,,,,,,12.15,1.274071
,,,,,,12.152,1.273843,,,,,,,12.152,1.273826
,,,,,,12.154,1.273597,,,,,,,12.154,1.27358
,,,,,,12.156,1.273352,,,,,,,12.156,1.273335
,,,,,,12.158,1.273107,,,,,,,12.158,1.273089
,,,,,,12.16,1.272861,,,,,,,12.16,1.272844
,,,,,,12.162,1.272617,,,,,,,12.162,1.272599
,,,,,,12.164,1.272372,,,,,,,12.164,1.272355
,,,,,,12.166,1.272127,,,,,,,12.166,1.27211
,,,,,,12.168,1.271883,,,,,,,12.168,1.271866
,,,,,,12.17,1.271639,,,,,,,12.17,1.271622
,,,,,,12.172,1.271395,,,,,,,12.172,1.271378
,,,,,,12.174,1.271151,,,,,,,12.174,1.271134
,,,,,,12.176,1.270907,,,,,,,12.176,1.27089
,,,,,,12.178,1.270664,,,,,,,12.178,1.270646
,,,,,,12.18,1.27042,,,,,,,12.18,1.270403
,,,,,,12.182,1.270177,,,,,,,12.182,1.27016
,,,,,,12.184,1.269934,,,,,,,12.184,1.269917
,,,,,,12.186,1.269691,,,,,,,12.186,1.269674
,,,,,,12.188,1.269448,,,,,,,12.188,1.269431
,,,,,,12.19,1.269206,,,,,,,12.19,1.269189
,,,,,,12.192,1.268964,,,,,,,12.192,1.268946
,,,,,,12.194,1.268721,,,,,,,12.194,1.268704
,,,,,,12.196,1.268479,,,,,,,12.196,1.268462
,,,,,,12.198,1.268237,,,,,,,12.198,1.26822
,,,,,,12.2,1.267996,,,,,,,12.2,1.267979
,,,,,,12.202,1.267754,,,,,,,12.202,1.267737
,,,,,,12.204,1.267513,,,,,,,12.204,1.267496
,,,,,,12.206,1.267272,,,,,,,12.206,1.267255
,,,,,,12.208,1.267031,,,,,,,12.208,1.267014
,,,,,,12.21,1.26679,,,,,,,12.21,1.266773
,,,,,,12.212,1.266549,,,,,,,12.212,1.266532
,,,,,,12.214,1.266309,,,,,,,12.214,1.266292
,,,,,,12.216,1.266068,,,,,,,12.216,1.266051
,,,,,,12.218,1.265828,,,,,,,12.218,1.265811
,,,,,,12.22,1.265588,,,,,,,12.22,1.265571
,,,,,,12.222,1.265348,,,,,,,12.222,1.265331
,,,,,,12.224,1.265109,,,,,,,12.224,1.265092
,,,,,,12.226,1.264869,,,,,,,12.226,1.264852
,,,,,,12.228,1.26463,,,,,,,12.228,1.264613
,,,,,,12.23,1.264391,,,,,,,12.23,1.264374
,,,,,,12.232,1.264152,,,,,,,12.232,1.264135
,,,,,,12.234,1.263913,,,,,,,12.234,1.263896
,,,,,,12.236,1.263674,,,,,,,12.236,1.263657
,,,,,,12.238,1.263436,,,,,,,12.238,1.263419
,,,,,,12.24,1.263197,,,,,,,12.24,1.26318
,,,,,,12.242,1.262959,,,,,,,12.242,1.262942
,,,,,,12.244,1.262721,,,,,,,12.244,1.262704
,,,,,,12.246,1.262483,,,,,,,12.246,1.262466
,,,,,,12.248,1.262246,,,,,,,12.248,1.262229
,,,,,,12.25,1.262008,,,,,,,12.25,1.261991
,,,,,,12.252,1.261771,,,,,,,12.252,1.261754
,,,,,,12.254,1.261534,,,,,,,12.254,1.261517
,,,,,,12.256,1.261297,,,,,,,12.256,1.26128
,,,,,,12.258,1.26106,,,,,,,12.258,1.261043
,,,,,,12.26,1.260823,,,,,,,12.26,1.260806
,,,,,,12.262,1.260587,,,,,,,12.262,1.26057
,,,,,,12.264,1.260351,,,,,,,12.264,1.260334
,,,,,,12.266,1.260114,,,,,,,12.266,1.260098
,,,,,,12.268,1.259878,,,,,,,12.268,1.259862
,,,,,,12.27,1.259643,,,,,,,12.27,1.259626
,,,,,,12.272,1.259407,,,,,,,12.272,1.25939
,,,,,,12.274,1.259172,,,,,,,12.274,1.259155
,,,,,,12.276,1.258936,,,,,,,12.276,1.258919
,,,,,,12.278,1.258701,,,,,,,12.278,1.258684
,,,,,,12.28,1.258466,,,,,,,12.28,1.258449
,,,,,,12.282,1.258231,,,,,,,12.282,1.258214
,,,,,,12.284,1.257997,,,,,,,12.284,1.25798
,,,,,,12.286,1.257762,,,,,,,12.286,1.257745
,,,,,,12.288,1.257528,,,,,,,12.288,1.257511
,,,,,,12.29,1.257294,,,,,,,12.29,1.257277
,,,,,,12.292,1.25706,,,,,,,12.292,1.257043
,,,,,,12.294,1.256826,,,,,,,12.294,1.256809
,,,,,,12.296,1.256592,,,,,,,12.296,1.256575
,,,,,,12.298,1.256359,,,,,,,12.298,1.256342
,,,,,,12.3,1.256126,,,,,,,12.3,1.256109
,,,,,,12.302,1.255892,,,,,,,12.302,1.255876
,,,,,,12.304,1.255659,,,,,,,12.304,1.255643
,,,,,,12.306,1.255427,,,,,,,12.306,1.25541
,,,,,,12.308,1.255194,,,,,,,12.308,1.255177
,,,,,,12.31,1.254961,,,,,,,12.31,1.254945
,,,,,,12.312,1.254729,,,,,,,12.312,1.254712
,,,,,,12.314,1.254497,,,,,,,12.314,1.25448
,,,,,,12.316,1.254265,,,,,,,12.316,1.254248
,,,,,,12.318,1.254033,,,,,,,12.318,1.254016
,,,,,,12.32,1.253802,,,,,,,12.32,1.253785
,,,,,,12.322,1.25357,,,,,,,12.322,1.253553
,,,,,,12.324,1.253339,,,,,,,12.324,1.253322
,,,,,,12.326,1.253108,,,,,,,12.326,1.253091
,,,,,,12.328,1.252877,,,,,,,12.328,1.25286
,,,,,,12.33,1.252646,,,,,,,12.33,1.252629
,,,,,,12.332,1.252415,,,,,,,12.332,1.252398
,,,,,,12.334,1.252185,,,,,,,12.334,1.252168
,,,,,,12.336,1.251954,,,,,,,12.336,1.251938
,,,,,,12.338,1.251724,,,,,,,12.338,1.251707
,,,,,,12.34,1.251494,,,,,,,12.34,1.251478
,,,,,,12.342,1.251264,,,,,,,12.342,1.251248
,,,,,,12.344,1.251035,,,,,,,12.344,1.251018
,,,,,,12.346,1.250805,,,,,,,12.346,1.250789
,,,,,,12.348,1.250576,,,,,,,12.348,1.250559
,,,,,,12.35,1.250347,,,,,,,12.35,1.25033
,,,,,,12.352,1.250118,,,,,,,12.352,1.250101
,,,,,,12.354,1.249889,,,,,,,12.354,1.249872
,,,,,,12.356,1.24966,,,,,,,12.356,1.249644
,,,,,,12.358,1.249432,,,,,,,12.358,1.249415
,,,,,,12.36,1.249204,,,,,,,12.36,1.249187
,,,,,,12.362,1.248975,,,,,,,12.362,1.248959
,,,,,,12.364,1.248747,,,,,,,12.364,1.248731
,,,,,,12.366,1.24852,,,,,,,12.366,1.248503
,,,,,,12.368,1.248292,,,,,,,12.368,1.248275
,,,,,,12.37,1.248064,,,,,,,12.37,1.248048
,,,,,,12.372,1.247837,,,,,,,12.372,1.24782
,,,,,,12.374,1.24761,,,,,,,12.374,1.247593
,,,,,,12.376,1.247383,,,,,,,12.376,1.247366
,,,,,,12.378,1.247156,,,,,,,12.378,1.247139
,,,,,,12.38,1.246929,,,,,,,12.38,1.246913
,,,,,,12.382,1.246703,,,,,,,12.382,1.246686
,,,,,,12.384,1.246477,,,,,,,12.384,1.24646
,,,,,,12.386,1.24625,,,,,,,12.386,1.246234
,,,,,,12.388,1.246024,,,,,,,12.388,1.246008
,,,,,,12.39,1.245799,,,,,,,12.39,1.245782
,,,,,,12.392,1.245573,,,,,,,12.392,1.245556
,,,,,,12.394,1.245347,,,,,,,12.394,1.245331
,,,,,,12.396,1.245122,,,,,,,12.396,1.245105
,,,,,,12.398,1.244897,,,,,,,12.398,1.24488
,,,,,,12.4,1.244672,,,,,,,12.4,1.244655
,,,,,,12.402,1.244447,,,,,,,12.402,1.24443
,,,,,,12.404,1.244222,,,,,,,12.404,1.244206
,,,,,,12.406,1.243998,,,,,,,12.406,1.243981
,,,,,,12.408,1.243773,,,,,,,12.408,1.243757
,,,,,,12.41,1.243549,,,,,,,12.41,1.243533
,,,,,,12.412,1.243325,,,,,,,12.412,1.243309
,,,,,,12.414,1.243101,,,,,,,12.414,1.243085
,,,,,,12.416,1.242878,,,,,,,12.416,1.242861
,,,,,,12.418,1.242654,,,,,,,12.418,1.242637
,,,,,,12.42,1.242431,,,,,,,12.42,1.242414
,,,,,,12.422,1.242208,,,,,,,12.422,1.242191
,,,,,,12.424,1.241985,,,,,,,12.424,1.241968
,,,,,,12.426,1.241762,,,,,,,12.426,1.241745
,,,,,,12.428,1.241539,,,,,,,12.428,1.241522
,,,,,,12.43,1.241316,,,,,,,12.43,1.2413
,,,,,,12.432,1.241094,,,,,,,12.432,1.241077
,,,,,,12.434,1.240872,,,,,,,12.434,1.240855
,,,,,,12.436,1.24065,,,,,,,12.436,1.240633
,,,,,,12.438,1.240428,,,,,,,12.438,1.240411
,,,,,,12.44,1.240206,,,,,,,12.44,1.24019
,,,,,,12.442,1.239985,,,,,,,12.442,1.239968
,,,,,,12.444,1.239763,,,,,,,12.444,1.239747
,,,,,,12.446,1.239542,,,,,,,12.446,1.239525
,,,,,,12.448,1.239321,,,,,,,12.448,1.239304
,,,,,,12.45,1.2391,,,,,,,12.45,1.239083
,,,,,,12.452,1.238879,,,,,,,12.452,1.238863
,,,,,,12.454,1.238659,,,,,,,12.454,1.238642
,,,,,,12.456,1.238438,,,,,,,12.456,1.238422
,,,,,,12.458,1.238218,,,,,,,12.458,1.238201
,,,,,,12.46,1.237998,,,,,,,12.46,1.237981
,,,,,,12.462,1.237778,,,,,,,12.462,1.237761
,,,,,,12.464,1.237558,,,,,,,12.464,1.237542
,,,,,,12.466,1.237339,,,,,,,12.466,1.237322
,,,,,,12.468,1.237119,,,,,,,12.468,1.237103
,,,,,,12.47,1.2369,,,,,,,12.47,1.236883
,,,,,,12.472,1.236681,,,,,,,12.472,1.236664
,,,,,,12.474,1.236462,,,,,,,12.474,1.236445
,,,,,,12.476,1.236243,,,,,,,12.476,1.236227
,,,,,,12.478,1.236025,,,,,,,12.478,1.236008
,,,,,,12.48,1.235806,,,,,,,12.48,1.23579
,,,,,,12.482,1.235588,,,,,,,12.482,1.235571
,,,,,,12.484,1.23537,,,,,,,12.484,1.235353
,,,,,,12.486,1.235152,,,,,,,12.486,1.235135
,,,,,,12.488,1.234934,,,,,,,12.488,1.234917
,,,,,,12.49,1.234716,,,,,,,12.49,1.2347
,,,,,,12.492,1.234499,,,,,,,12.492,1.234482
,,,,,,12.494,1.234282,,,,,,,12.494,1.234265
,,,,,,12.496,1.234064,,,,,,,12.496,1.234048
,,,,,,12.498,1.233848,,,,,,,12.498,1.233831
,,,,,,12.5,1.233631,,,,,,,12.5,1.233614
,,,,,,12.502,1.233414,,,,,,,12.502,1.233398
,,,,,,12.504,1.233198,,,,,,,12.504,1.233181
,,,,,,12.506,1.232981,,,,,,,12.506,1.232965
,,,,,,12.508,1.232765,,,,,,,12.508,1.232749
,,,,,,12.51,1.232549,,,,,,,12.51,1.232533
,,,,,,12.512,1.232333,,,,,,,12.512,1.232317
,,,,,,12.514,1.232118,,,,,,,12.514,1.232101
,,,,,,12.516,1.231902,,,,,,,12.516,1.231886
,,,,,,12.518,1.231687,,,,,,,12.518,1.23167
,,,,,,12.52,1.231472,,,,,,,12.52,1.231455
,,,,,,12.522,1.231257,,,,,,,12.522,1.23124
,,,,,,12.524,1.231042,,,,,,,12.524,1.231025
,,,,,,12.526,1.230827,,,,,,,12.526,1.230811
,,,,,,12.528,1.230613,,,,,,,12.528,1.230596
,,,,,,12.53,1.230398,,,,,,,12.53,1.230382
,,,,,,12.532,1.230184,,,,,,,12.532,1.230167
,,,,,,12.534,1.22997,,,,,,,12.534,1.229953
,,,,,,12.536,1.229756,,,,,,,12.536,1.22974
,,,,,,12.538,1.229542,,,,,,,12.538,1.229526
,,,,,,12.54,1.229329,,,,,,,12.54,1.229312
,,,,,,12.542,1.229115,,,,,,,12.542,1.229099
,,,,,,12.544,1.228902,,,,,,,12.544,1.228886
,,,,,,12.546,1.228689,,,,,,,12.546,1.228673
,,,,,,12.548,1.228476,,,,,,,12.548,1.22846
,,,,,,12.55,1.228264,,,,,,,12.55,1.228247
,,,,,,12.552,1.228051,,,,,,,12.552,1.228034
,,,,,,12.554,1.227839,,,,,,,12.554,1.227822
,,,,,,12.556,1.227626,,,,,,,12.556,1.22761
,,,,,,12.558,1.227414,,,,,,,12.558,1.227398
,,,,,,12.56,1.227202,,,,,,,12.56,1.227186
,,,,,,12.562,1.226991,,,,,,,12.562,1.226974
,,,,,,12.564,1.226779,,,,,,,12.564,1.226763
,,,,,,12.566,1.226567,,,,,,,12.566,1.226551
,,,,,,12.568,1.226356,,,,,,,12.568,1.22634
,,,,,,12.57,1.226145,,,,,,,12.57,1.226129
,,,,,,12.572,1.225934,,,,,,,12.572,1.225918
,,,,,,12.574,1.225723,,,,,,,12.574,1.225707
,,,,,,12.576,1.225513,,,,,,,12.576,1.225496
,,,,,,12.578,1.225302,,,,,,,12.578,1.225286
,,,,,,12.58,1.225092,,,,,,,12.58,1.225076
,,,,,,12.582,1.224882,,,,,,,12.582,1.224865
,,,,,,12.584,1.224672,,,,,,,12.584,1.224655
,,,,,,12.586,1.224462,,,,,,,12.586,1.224446
,,,,,,12.588,1.224252,,,,,,,12.588,1.224236
,,,,,,12.59,1.224043,,,,,,,12.59,1.224027
,,,,,,12.592,1.223834,,,,,,,12.592,1.223817
,,,,,,12.594,1.223624,,,,,,,12.594,1.223608
,,,,,,12.596,1.223415,,,,,,,12.596,1.223399
,,,,,,12.598,1.223207,,,,,,,12.598,1.22319
,,,,,,12.6,1.222998,,,,,,,12.6,1.222982
,,,,,,12.602,1.222789,,,,,,,12.602,1.222773
,,,,,,12.604,1.222581,,,,,,,12.604,1.222565
,,,,,,12.606,1.222373,,,,,,,12.606,1.222356
,,,,,,12.608,1.222165,,,,,,,12.608,1.222148
,,,,,,12.61,1.221957,,,,,,,12.61,1.221941
,,,,,,12.612,1.221749,,,,,,,12.612,1.221733
,,,,,,12.614,1.221542,,,,,,,12.614,1.221525
,,,,,,12.616,1.221334,,,,,,,12.616,1.221318
,,,,,,12.618,1.221127,,,,,,,12.618,1.221111
,,,,,,12.62,1.22092,,,,,,,12.62,1.220904
,,,,,,12.622,1.220713,,,,,,,12.622,1.220697
,,,,,,12.624,1.220506,,,,,,,12.624,1.22049
,,,,,,12.626,1.2203,,,,,,,12.626,1.220283
,,,,,,12.628,1.220093,,,,,,,12.628,1.220077
,,,,,,12.63,1.219887,,,,,,,12.63,1.219871
,,,,,,12.632,1.219681,,,,,,,12.632,1.219665
,,,,,,12.634,1.219475,,,,,,,12.634,1.219459
,,,,,,12.636,1.219269,,,,,,,12.636,1.219253
,,,,,,12.638,1.219064,,,,,,,12.638,1.219047
,,,,,,12.64,1.218858,,,,,,,12.64,1.218842
,,,,,,12.642,1.218653,,,,,,,12.642,1.218637
,,,,,,12.644,1.218448,,,,,,,12.644,1.218431
,,,,,,12.646,1.218243,,,,,,,12.646,1.218227
,,,,,,12.648,1.218038,,,,,,,12.648,1.218022
,,,,,,12.65,1.217833,,,,,,,12.65,1.217817
,,,,,,12.652,1.217629,,,,,,,12.652,1.217613
,,,,,,12.654,1.217425,,,,,,,12.654,1.217408
,,,,,,12.656,1.21722,,,,,,,12.656,1.217204
,,,,,,12.658,1.217016,,,,,,,12.658,1.217
,,,,,,12.66,1.216813,,,,,,,12.66,1.216796
,,,,,,12.662,1.216609,,,,,,,12.662,1.216593
,,,,,,12.664,1.216405,,,,,,,12.664,1.216389
,,,,,,12.666,1.216202,,,,,,,12.666,1.216186
,,,,,,12.668,1.215999,,,,,,,12.668,1.215983
,,,,,,12.67,1.215796,,,,,,,12.67,1.215779
,,,,,,12.672,1.215593,,,,,,,12.672,1.215577
,,,,,,12.674,1.21539,,,,,,,12.674,1.215374
,,,,,,12.676,1.215188,,,,,,,12.676,1.215171
,,,,,,12.678,1.214985,,,,,,,12.678,1.214969
,,,,,,12.68,1.214783,,,,,,,12.68,1.214767
,,,,,,12.682,1.214581,,,,,,,12.682,1.214565
,,,,,,12.684,1.214379,,,,,,,12.684,1.214363
,,,,,,12.686,1.214177,,,,,,,12.686,1.214161
,,,,,,12.688,1.213976,,,,,,,12.688,1.213959
