Time(ns),Calculated Values(V1),Calculated Values(V2)
0.000000,2.500000,2.500000,
0.002000,2.499500,2.500367,
0.057363,2.485864,2.510504,
0.112718,2.472612,2.520588,
0.168163,2.459717,2.530639,
0.223701,2.447179,2.540656,
0.279333,2.434998,2.550640,
0.335062,2.423173,2.560590,
0.390890,2.411704,2.570507,
0.446817,2.400590,2.580391,
0.502847,2.389830,2.590242,
0.558981,2.379425,2.600061,
0.615220,2.369373,2.609846,
0.671567,2.359675,2.619599,
0.728024,2.350331,2.629319,
0.784592,2.341339,2.639006,
0.841273,2.332701,2.648661,
0.898069,2.324415,2.658283,
0.954982,2.316482,2.667873,
1.012014,2.308901,2.677431,
1.069166,2.301442,2.686956,
1.169269,2.288479,2.703513,
1.269711,2.275602,2.719968,
1.370671,2.262789,2.736348,
1.472150,2.250039,2.752655,
1.574151,2.237353,2.768887,
1.676675,2.224732,2.785045,
1.779726,2.212176,2.801129,
1.883307,2.199685,2.817138,
1.987419,2.187260,2.833073,
2.092065,2.174900,2.848933,
2.197248,2.162607,2.864719,
2.302970,2.150380,2.880430,
2.409235,2.138221,2.896066,
2.516043,2.126128,2.911628,
2.623399,2.114103,2.927114,
2.731303,2.102146,2.942525,
2.839760,2.090257,2.957861,
2.948771,2.078437,2.973121,
3.058339,2.066685,2.988306,
3.168467,2.055002,3.003415,
3.279156,2.043389,3.018449,
3.390410,2.031845,3.033406,
3.502231,2.020371,3.048288,
3.614622,2.008967,3.063093,
3.727585,1.997634,3.077822,
3.841122,1.986371,3.092475,
3.955238,1.975179,3.107051,
4.069933,1.964058,3.121551,
4.185211,1.953008,3.135973,
4.301075,1.942030,3.150319,
4.417526,1.931124,3.164587,
4.534569,1.920289,3.178778,
4.652205,1.909527,3.192892,
4.770437,1.898836,3.206928,
4.889269,1.888219,3.220887,
5.008703,1.877673,3.234768,
5.128742,1.867201,3.248570,
5.249388,1.856801,3.262295,
5.370646,1.846475,3.275942,
5.492517,1.836221,3.289510,
5.615005,1.826041,3.303000,
5.738113,1.815934,3.316411,
5.861844,1.805901,3.329744,
5.986201,1.795941,3.342998,
6.111188,1.786054,3.356173,
6.236807,1.776242,3.369268,
6.363062,1.766503,3.382285,
6.489957,1.756838,3.395223,
6.617495,1.747247,3.408081,
6.745679,1.737729,3.420860,
6.874512,1.728286,3.433559,
7.004000,1.718916,3.446179,
7.134144,1.709621,3.458719,
7.264949,1.700399,3.471180,
7.396419,1.691251,3.483560,
7.528557,1.682177,3.495861,
7.661367,1.673177,3.508081,
7.794854,1.664251,3.520222,
7.929021,1.655398,3.532282,
8.063872,1.646619,3.544263,
8.199413,1.637914,3.556163,
8.335646,1.629282,3.567983,
8.472576,1.620724,3.579723,
8.610208,1.612240,3.591382,
8.748547,1.603828,3.602961,
8.887596,1.595490,3.614460,
9.027361,1.587225,3.625878,
9.167846,1.579033,3.637216,
9.309055,1.570914,3.648473,
9.450995,1.562868,3.659651,
9.593670,1.554894,3.670747,
9.737085,1.546993,3.681763,
9.881245,1.539164,3.692699,
10.026155,1.531408,3.703554,
10.171821,1.522289,3.714331,
10.234436,1.517761,3.718924,
10.297387,1.512843,3.723518,
10.360491,1.507547,3.728100,
10.423747,1.501874,3.732671,
10.487157,1.495823,3.737232,
10.550719,1.489393,3.741783,
10.614434,1.482584,3.746324,
10.678303,1.475397,3.750856,
10.742324,1.467830,3.755379,
10.806499,1.459883,3.759894,
10.870827,1.451556,3.764401,
10.935309,1.442849,3.768901,
10.999944,1.433762,3.773394,
11.064733,1.424502,3.777881,
11.252693,1.397978,3.790801,
11.371977,1.381401,3.798927,
11.492016,1.364918,3.807047,
11.612544,1.348566,3.815141,
11.733566,1.332343,3.823211,
11.855087,1.316251,3.831254,
11.977112,1.300287,3.839273,
12.099646,1.284451,3.847265,
12.222692,1.268743,3.855231,
12.346255,1.253163,3.863170,
12.470341,1.237709,3.871083,
12.594953,1.222381,3.878968,
12.720098,1.207179,3.886827,
12.845778,1.192102,3.894658,
12.972000,1.177150,3.902461,
13.098768,1.162321,3.910236,
13.226087,1.147617,3.917982,
13.353962,1.133035,3.925700,
13.482398,1.118576,3.933389,
13.611400,1.104238,3.941049,
13.740973,1.090023,3.948680,
13.871122,1.075928,3.956281,
14.001852,1.061954,3.963852,
14.133169,1.048100,3.971394,
14.265077,1.034365,3.978904,
14.397583,1.020750,3.986384,
14.530690,1.007253,3.993833,
14.664405,0.993874,4.001251,
14.798733,0.980613,4.008638,
14.933680,0.967469,4.015992,
15.069251,0.954441,4.023315,
15.205452,0.941530,4.030606,
15.342287,0.928734,4.037864,
15.479764,0.916054,4.045090,
15.617888,0.903488,4.052282,
15.756664,0.891036,4.059442,
15.896098,0.878698,4.066568,
16.036197,0.866473,4.073661,
16.176967,0.854362,4.080719,
16.318413,0.842362,4.087744,
16.460541,0.830474,4.094734,
16.603359,0.818698,4.101689,
16.746871,0.807033,4.108610,
16.891085,0.795478,4.115496,
17.036007,0.784032,4.122346,
17.181643,0.772697,4.129162,
17.328001,0.761470,4.135941,
17.475086,0.750352,4.142684,
17.622905,0.739342,4.149392,
17.771466,0.728439,4.156063,
17.920775,0.717644,4.162698,
18.070839,0.706955,4.169295,
18.221666,0.696372,4.175856,
18.373262,0.685895,4.182380,
18.525634,0.675523,4.188867,
18.678791,0.665256,4.195316,
18.832740,0.655093,4.201727,
18.987487,0.645034,4.208100,
19.143042,0.635077,4.214436,
19.299411,0.625224,4.220733,
19.456602,0.615473,4.226992,
19.614624,0.605824,4.233212,
19.773485,0.596275,4.239393,
19.933193,0.586828,4.245536,
