Time(ns),Calculated Values(V1),Calculated Values(V2)
0.000000,2.500000,2.500000,
0.002000,2.499500,2.500367,
0.084378,2.479030,2.515432,
0.166756,2.458795,2.530386,
0.249378,2.438735,2.545275,
0.332243,2.418850,2.560098,
0.415354,2.399139,2.574856,
0.498713,2.379603,2.589550,
0.582323,2.360240,2.604181,
0.666184,2.341051,2.618748,
0.750300,2.322035,2.633252,
0.834672,2.303192,2.647694,
0.919303,2.284521,2.662073,
1.004195,2.266022,2.676392,
1.089350,2.247696,2.690649,
1.174770,2.229540,2.704845,
1.260457,2.211557,2.718981,
1.346414,2.193744,2.733056,
1.432643,2.176102,2.747073,
1.519146,2.158630,2.761029,
1.605925,2.141329,2.774927,
1.692983,2.124198,2.788766,
1.780322,2.107236,2.802547,
1.867945,2.090444,2.816270,
1.955853,2.073821,2.829935,
2.044050,2.056584,2.843542,
2.050795,2.055200,2.844579,
2.137961,2.037446,2.857923,
2.225162,2.019914,2.871177,
2.312638,2.002556,2.884377,
2.400391,1.985371,2.897524,
2.488422,1.968360,2.910618,
2.576735,1.951522,2.923660,
2.665332,1.934856,2.936648,
2.754215,1.918363,2.949585,
2.843388,1.902041,2.962469,
2.932852,1.885892,2.975301,
3.022610,1.869914,2.988081,
3.112664,1.854107,3.000810,
3.203019,1.838472,3.013487,
3.293675,1.823007,3.026112,
3.384635,1.807712,3.038686,
3.475903,1.792588,3.051210,
3.567480,1.777635,3.063682,
3.659370,1.762851,3.076103,
3.751575,1.748236,3.088473,
3.844097,1.733792,3.100792,
3.936940,1.719516,3.113061,
4.030106,1.704582,3.125278,
4.037136,1.703386,3.126197,
4.128896,1.687903,3.138136,
4.220709,1.672637,3.149996,
4.312832,1.657544,3.161809,
4.405266,1.642623,3.173577,
4.498015,1.627876,3.185298,
4.591082,1.613300,3.196973,
4.684468,1.598897,3.208602,
4.778177,1.584666,3.220185,
4.872212,1.570607,3.231722,
4.966575,1.556720,3.243212,
5.061270,1.543004,3.254657,
5.156298,1.529459,3.266055,
5.251663,1.516085,3.277406,
5.347368,1.502883,3.288712,
5.443415,1.489851,3.299970,
5.539808,1.476990,3.311183,
5.636548,1.464299,3.322348,
5.733640,1.451779,3.333467,
5.831085,1.439430,3.344540,
5.928887,1.427250,3.355565,
6.027048,1.414368,3.366544,
6.034389,1.413333,3.367361,
6.130756,1.399857,3.378052,
6.227189,1.386595,3.388670,
6.323967,1.373506,3.399246,
6.421093,1.360590,3.409779,
6.518569,1.347848,3.420271,
6.616399,1.335279,3.430720,
6.714585,1.322883,3.441127,
6.813131,1.310659,3.451491,
6.912039,1.298609,3.461812,
7.011311,1.286731,3.472091,
7.110952,1.275026,3.482326,
7.210964,1.263493,3.492518,
7.311349,1.252133,3.502666,
7.412112,1.240944,3.512771,
7.513254,1.229929,3.522832,
7.614779,1.219085,3.532849,
7.716690,1.208413,3.542822,
7.818990,1.197913,3.552750,
7.921681,1.187586,3.562634,
8.024767,1.177430,3.572473,
8.128252,1.165387,3.582269,
8.229170,1.153865,3.591747,
8.330477,1.142517,3.601186,
8.432165,1.131343,3.610586,
8.534237,1.120345,3.619946,
8.636696,1.109522,3.629266,
8.739546,1.098873,3.638546,
8.842789,1.088399,3.647786,
8.946428,1.078100,3.656985,
9.050467,1.067975,3.666144,
9.154908,1.058024,3.675261,
9.259756,1.048249,3.684337,
9.365011,1.038647,3.693371,
9.470679,1.029220,3.702364,
9.576762,1.019968,3.711315,
9.683263,1.010890,3.720223,
9.790185,1.001986,3.729089,
9.897532,0.993256,3.737913,
10.005306,0.984701,3.746693,
10.113512,0.974167,3.755432,
10.218688,0.964149,3.763856,
10.324285,0.954306,3.772244,
10.430294,0.944641,3.780595,
10.536717,0.935153,3.788908,
10.643560,0.925842,3.797184,
10.750824,0.916708,3.805421,
10.858512,0.907752,3.813620,
10.966629,0.898972,3.821780,
11.075177,0.890368,3.829902,
11.184159,0.881942,3.837984,
11.293579,0.873693,3.846027,
11.403440,0.865620,3.854030,
11.513746,0.857725,3.861993,
11.624499,0.850006,3.869917,
11.735704,0.842464,3.877799,
11.847363,0.835099,3.885641,
11.959480,0.827911,3.893442,
12.072058,0.819156,3.901203,
12.082439,0.818314,3.901915,
12.191909,0.809555,3.909390,
12.301465,0.801003,3.916806,
12.411462,0.792630,3.924187,
12.521903,0.784437,3.931533,
12.632790,0.776424,3.938843,
12.744127,0.768590,3.946117,
12.855918,0.760935,3.953355,
12.968165,0.753459,3.960557,
13.080872,0.746163,3.967722,
13.194044,0.739047,3.974850,
13.307682,0.732109,3.981941,
13.421791,0.725351,3.988995,
13.536375,0.718773,3.996010,
13.651437,0.712373,4.002987,
13.766980,0.706153,4.009926,
13.883008,0.700113,4.016826,
13.999526,0.694251,4.023688,
14.116536,0.686758,4.030511,
14.127276,0.686034,4.031134,
14.240674,0.678506,4.037681,
14.354158,0.671186,4.044174,
14.468112,0.664047,4.050634,
14.582537,0.657089,4.057061,
14.697436,0.650314,4.063455,
14.812814,0.643720,4.069815,
14.928673,0.637308,4.076142,
15.045018,0.631078,4.082434,
15.161853,0.625030,4.088692,
15.279180,0.619163,4.094915,
15.397004,0.613478,4.101104,
15.515329,0.607975,4.107257,
15.634159,0.602653,4.113374,
15.753497,0.597514,4.119456,
15.873347,0.592556,4.125501,
15.993714,0.587780,4.131510,
16.114601,0.581315,4.137484,
16.125654,0.580686,4.138028,
16.242438,0.574158,4.143739,
16.359309,0.567836,4.149401,
16.476672,0.561699,4.155033,
16.594530,0.555745,4.160635,
16.712887,0.549975,4.166206,
16.831748,0.544390,4.171747,
