Time(ns),Calculated Values(V1),Calculated Values(V2)
0.000000,2.500000,2.500000,
0.002000,2.499500,2.500367,
0.004351,2.498914,2.500799,
0.007102,2.498230,2.501303,
0.010306,2.497436,2.501891,
0.014019,2.496517,2.502572,
0.018305,2.495462,2.503358,
0.023229,2.494253,2.504260,
0.028864,2.492878,2.505292,
0.035287,2.491318,2.506468,
0.042578,2.489559,2.507801,
0.050824,2.487584,2.509309,
0.060115,2.485377,2.511006,
0.070548,2.482922,2.512910,
0.082221,2.480203,2.515038,
0.095238,2.477208,2.517409,
0.109707,2.473922,2.520041,
0.125738,2.470337,2.522953,
0.143447,2.466442,2.526164,
0.162951,2.462233,2.529695,
0.184370,2.457708,2.533566,
0.207827,2.452869,2.537796,
0.233445,2.447722,2.542405,
0.261353,2.442280,2.547413,
0.291675,2.436560,2.552841,
0.324542,2.430587,2.558706,
0.360080,2.424393,2.565027,
0.398420,2.418018,2.571822,
0.439689,2.411511,2.579109,
0.484014,2.404931,2.586903,
0.531523,2.398228,2.595220,
0.580112,2.391451,2.603686,
0.633214,2.384081,2.612892,
0.691099,2.376093,2.622874,
0.754039,2.367459,2.633664,
0.822310,2.358155,2.645293,
0.896191,2.348158,2.657792,
0.975963,2.337446,2.671187,
1.061906,2.326001,2.685504,
1.154305,2.313805,2.700765,
1.253440,2.300845,2.716990,
1.359595,2.287109,2.734193,
1.473049,2.272588,2.752388,
1.594084,2.257278,2.771584,
1.722976,2.241177,2.791785,
1.860003,2.224285,2.812994,
2.005438,2.206608,2.835207,
2.159551,2.188155,2.858418,
2.322612,2.168938,2.882615,
2.494885,2.148972,2.907784,
2.676634,2.128278,2.933905,
2.868117,2.106879,2.960956,
3.069590,2.084801,2.988908,
3.281306,2.062075,3.017732,
3.503515,2.038734,3.047391,
3.736463,2.014816,3.077848,
3.980395,1.990360,3.109059,
4.235550,1.965409,3.140981,
4.502168,1.940009,3.173565,
4.780483,1.914207,3.206758,
5.070730,1.887539,3.240509,
5.356272,1.850519,3.272909,
5.646032,1.800066,3.305078,
5.930725,1.749540,3.336046,
6.226531,1.698543,3.367575,
6.533623,1.647172,3.399623,
6.852170,1.595526,3.432144,
7.182340,1.543704,3.465091,
7.524301,1.491804,3.498416,
7.878220,1.439926,3.532068,
8.244262,1.388168,3.565994,
8.622595,1.336627,3.600143,
9.013386,1.285396,3.634458,
9.416804,1.234568,3.668886,
9.833020,1.184234,3.703369,
10.262207,1.134478,3.737852,
10.704542,1.085385,3.772279,
11.160205,1.037032,3.806592,
11.629379,0.989496,3.840735,
12.112254,0.942845,3.874654,
12.609025,0.897145,3.908293,
13.119890,0.852458,3.941600,
13.645059,0.808839,3.974522,
14.184747,0.766337,4.007009,
14.739176,0.724999,4.039013,
15.308579,0.684863,4.070486,
15.893200,0.645966,4.101386,
16.493292,0.608335,4.131671,
17.109119,0.571995,4.161301,
17.740961,0.536964,4.190241,
18.389108,0.503257,4.218457,
19.053868,0.470883,4.245919,
19.735563,0.439845,4.272599,
20.434531,0.410143,4.298475,
21.151131,0.381773,4.323525,
21.885738,0.354725,4.347731,
22.638751,0.328987,4.371080,
23.410588,0.304542,4.393558,
24.201693,0.281370,4.415160,
25.012533,0.259448,4.435878,
25.843603,0.238750,4.455711,
26.695427,0.219247,4.474660,
27.568557,0.200909,4.492729,
28.463580,0.183701,4.509922,
29.381116,0.167588,4.526249,
30.321822,0.152535,4.541722,
31.286394,0.138502,4.556352,
32.275572,0.125451,4.570157,
33.290137,0.113340,4.583153,
34.330922,0.102131,4.595359,
35.398810,0.091780,4.606796,
36.494737,0.082247,4.617488,
37.619701,0.073490,4.627457,
38.774763,0.065467,4.636728,
39.961051,0.058138,4.645327,
41.179766,0.132388,4.652478,
42.345019,0.227889,4.657170,
43.510272,0.312878,4.659758,
44.675525,0.388512,4.660610,
45.840778,0.390746,4.660606,
46.962610,0.349252,4.661009,
48.099221,0.311702,4.662079,
49.251742,0.277746,4.663686,
50.421328,0.247066,4.665719,
51.609165,0.219374,4.668080,
52.816475,0.194405,4.670686,
54.044518,0.171920,4.673468,
55.294602,0.151701,4.676365,
56.568083,0.133545,4.679324,
57.866374,0.117271,4.682302,
59.190952,0.102708,4.685262,
60.543361,0.089703,4.688175,
61.925221,0.078114,4.691013,
63.338235,0.067809,4.693756,
64.784199,0.058670,4.696389,
66.265006,0.050585,4.698897,
67.782662,0.043453,4.701272,
69.339291,0.037181,4.703506,
70.937149,0.031682,4.705596,
72.578638,0.026879,4.707538,
74.266318,0.022698,4.709333,
76.002925,0.019074,4.710983,
77.791386,0.015944,4.712490,
79.634840,0.013255,4.713858,
81.536660,0.132748,4.713214,
83.346774,0.276605,4.709540,
85.141827,0.389319,4.702995,
86.864435,0.361374,4.696871,
88.510988,0.306430,4.692844,
90.157541,0.259840,4.690695,
91.804094,0.220333,4.689931,
93.450647,0.186833,4.690170,
95.110278,0.158219,4.691125,
96.785608,0.133775,4.692583,
98.479269,0.112900,4.694377,
100.193919,0.095081,4.696379,
