Time(ns),Calculated Values(V1),Calculated Values(V2)
0.000000,2.500000,2.500000,
0.002000,2.499500,2.500367,
0.004365,2.498910,2.500801,
0.007148,2.498216,2.501312,
0.010407,2.497405,2.501910,
0.014206,2.496461,2.502606,
0.018612,2.495369,2.503414,
0.023701,2.494110,2.504346,
0.029554,2.492666,2.505418,
0.036256,2.491018,2.506645,
0.043899,2.489145,2.508043,
0.052583,2.487027,2.509631,
0.062411,2.484640,2.511425,
0.073492,2.481964,2.513447,
0.085942,2.478975,2.515717,
0.099880,2.475651,2.518254,
0.115433,2.471971,2.521082,
0.132731,2.467913,2.524222,
0.151908,2.463458,2.527698,
0.173104,2.458586,2.531532,
0.196461,2.453281,2.535749,
0.222125,2.447530,2.540373,
0.250245,2.441320,2.545426,
0.280973,2.434645,2.550933,
0.314462,2.427500,2.556918,
0.350868,2.419888,2.563403,
0.390348,2.411813,2.570411,
0.433057,2.403289,2.577964,
0.479155,2.394334,2.586083,
0.528797,2.384973,2.594788,
0.582140,2.375240,2.604096,
0.639340,2.365176,2.614027,
0.700552,2.354831,2.624595,
0.765926,2.344264,2.635815,
0.835613,2.333546,2.647699,
0.909761,2.322754,2.660258,
0.988513,2.311979,2.673499,
1.072013,2.301042,2.687429,
1.157798,2.289928,2.701624,
1.250048,2.278083,2.716759,
1.349047,2.265493,2.732853,
1.455077,2.252146,2.749923,
1.568423,2.238033,2.767980,
1.689366,2.223150,2.787035,
1.818187,2.207494,2.807093,
1.955162,2.191067,2.828154,
2.100569,2.173873,2.850217,
2.254680,2.155921,2.873275,
2.417766,2.137222,2.897317,
2.590094,2.117792,2.922329,
2.771929,2.097650,2.948291,
2.963532,2.076819,2.975179,
3.165160,2.055324,3.002968,
3.377069,2.033196,3.031626,
3.599510,2.010466,3.061117,
3.832733,1.987172,3.091404,
4.076982,1.963352,3.122444,
4.332500,1.939047,3.154192,
4.599527,1.914303,3.186599,
4.878301,1.889166,3.219615,
5.169058,1.863684,3.253184,
5.472029,1.837908,3.287252,
5.787448,1.811890,3.321758,
6.115542,1.785683,3.356644,
6.456543,1.759341,3.391846,
6.810676,1.732919,3.427303,
7.178171,1.706472,3.462948,
7.559255,1.680054,3.498719,
7.954155,1.653719,3.534549,
8.363103,1.627523,3.570373,
8.786327,1.601516,3.606125,
9.224061,1.575751,3.641742,
9.676542,1.550277,3.677160,
10.144007,1.523886,3.712316,
10.602509,1.483648,3.745522,
11.064552,1.424512,3.777927,
11.520064,1.361072,3.808993,
11.988044,1.298837,3.840043,
12.468663,1.237881,3.871030,
12.962099,1.178275,3.901903,
13.468538,1.120080,3.932613,
13.988170,1.063355,3.963113,
14.521195,1.008152,3.993353,
15.067823,0.954514,4.023287,
15.628268,0.902481,4.052868,
16.202758,0.852087,4.082053,
16.791530,0.803358,4.110797,
17.394832,0.756315,4.139061,
18.012922,0.710974,4.166805,
18.646073,0.667345,4.193992,
19.294571,0.625432,4.220588,
19.958714,0.585234,4.246560,
20.638818,0.567276,4.271774,
21.324486,0.588641,4.295468,
21.991101,0.615175,4.316726,
22.673930,0.640581,4.336770,
23.373372,0.664868,4.355626,
24.089850,0.688046,4.373320,
24.823813,0.710128,4.389883,
25.575736,0.731131,4.405347,
26.346123,0.751073,4.419746,
27.135507,0.769974,4.433118,
27.944456,0.787855,4.445499,
28.773571,0.804741,4.456929,
29.623487,0.820657,4.467449,
30.494884,0.821275,4.477168,
31.340387,0.768305,4.486274,
32.158976,0.707896,4.495207,
32.990535,0.651390,4.504417,
33.835614,0.598584,4.513823,
34.694776,0.549284,4.523353,
35.568606,0.503304,4.532939,
36.457706,0.460469,4.542525,
37.362702,0.420609,4.552057,
38.284243,0.383564,4.561489,
39.223003,0.349178,4.570779,
40.179685,0.319454,4.579891,
41.107573,0.347151,4.587946,
42.009931,0.403507,4.594469,
42.924929,0.455687,4.599708,
43.853237,0.503964,4.603792,
44.795548,0.548592,4.606841,
45.752583,0.589811,4.608968,
46.725089,0.627843,4.610276,
47.713845,0.662898,4.610864,
48.719663,0.695173,4.610820,
49.743386,0.724852,4.610227,
50.785899,0.718120,4.609417,
51.801310,0.654834,4.609402,
52.789277,0.593200,4.610441,
53.788704,0.536749,4.612393,
54.800462,0.485072,4.615092,
55.825431,0.437790,4.618395,
56.864509,0.394558,4.622175,
57.918615,0.355061,4.626326,
58.988686,0.319007,4.630752,
60.075689,0.287156,4.635373,
61.137900,0.317854,4.639445,
62.166894,0.384594,4.642186,
63.206151,0.445375,4.643625,
64.256585,0.500712,4.643947,
65.319128,0.551073,4.643315,
66.394731,0.596883,4.641877,
67.484372,0.638526,4.639765,
68.589050,0.676356,4.637097,
69.709796,0.710693,4.633979,
70.847674,0.702258,4.630824,
71.953791,0.633379,4.628915,
73.032870,0.568550,4.628467,
74.121973,0.509844,4.629190,
75.222178,0.456691,4.630859,
76.334570,0.408581,4.633284,
77.460240,0.365052,4.636302,
78.600298,0.325691,4.639777,
79.755870,0.290122,4.643591,
80.928107,0.304229,4.647292,
82.070521,0.377105,4.649652,
83.193554,0.443318,4.650491,
84.326029,0.502964,4.650098,
85.469072,0.556689,4.648680,
86.623826,0.605070,4.646421,
87.791449,0.648625,4.643483,
88.973120,0.687816,4.640006,
90.170043,0.720516,4.636112,
91.329018,0.674879,4.632920,
92.443737,0.603642,4.631310,
93.566970,0.539465,4.631146,
94.699898,0.481642,4.632145,
95.843703,0.429548,4.634072,
96.999568,0.382626,4.636726,
98.168683,0.340377,4.639942,
99.352253,0.302355,4.643577,
100.551503,0.286034,4.647442,
