Time(ns),Calculated Values(V1),Calculated Values(V2)
76.190024,0.104569,4.705399,
76.955668,0.101095,4.705535,
77.732385,0.103597,4.705668,
78.520620,0.101169,4.705798,
79.290109,0.100393,4.705928,
80.070884,0.103537,4.706025,
80.828750,0.099274,4.706130,
81.597727,0.100918,4.706243,
82.378250,0.101280,4.706320,
83.158774,0.099458,4.706418,
83.950306,0.103734,4.706495,
84.753313,0.102992,4.706552,
85.537075,0.103874,4.706597,
86.332071,0.103606,4.706617,
87.127068,0.101276,4.706669,
87.932790,0.105295,4.706708,
88.749726,0.104336,4.706732,
89.546948,0.105154,4.706748,
90.355181,0.104909,4.706742,
91.163414,0.102672,4.706769,
91.982164,0.106981,4.706782,
92.811939,0.106319,4.706778,
93.621564,0.107528,4.706765,
94.442035,0.103951,4.706774,
95.242679,0.102447,4.706805,
96.054039,0.105296,4.706814,
96.841282,0.100725,4.706844,
97.639152,0.102526,4.706889,
98.448128,0.099477,4.706944,
99.237662,0.098337,4.707012,
100.038130,0.101386,4.707053,
