Time(ns),Calculated Values(V1),Calculated Values(V2)
0.000000,2.500000,2.500000,
0.002000,2.499500,2.500367,
0.006000,2.498501,2.501101,
0.014000,2.496503,2.502569,
0.030000,2.492516,2.505500,
0.062000,2.484567,2.511350,
0.126000,2.468777,2.523001,
0.254000,2.437619,2.546105,
0.510000,2.376972,2.591533,
1.022000,2.262145,2.679392,
2.046000,2.054248,2.843916,
4.094000,1.687837,3.134093,
6.142000,1.390332,3.380133,
8.190000,1.148942,3.589205,
10.238000,0.953252,3.766756,
12.286000,0.794777,3.917261,
14.334000,0.666610,4.044552,
16.382000,0.563126,4.151967,
18.430000,0.479741,4.242415,
20.478000,0.412726,4.318424,
22.526000,0.346437,4.382357,
26.622000,0.259901,4.481914,
30.718000,0.205997,4.551494,
34.814000,0.173648,4.599763,
38.910000,0.155537,4.632981,
43.006000,0.146832,4.655628,
47.102000,0.121228,4.671530,
51.198000,0.107574,4.683063,
55.294000,0.101812,4.691186,
59.390000,0.101265,4.696715,
63.486000,0.104162,4.700304,
67.582000,0.109334,4.702464,
71.678000,0.116009,4.703579,
75.774000,0.123677,4.703940,
79.870000,0.132000,4.703757,
83.966000,0.140757,4.703187,
88.062000,0.126180,4.703239,
96.254000,0.061796,4.706098,
112.638000,0.045118,4.714255,
