Time(ns),Calculated Values(V1),Calculated Values(V2)
0.000000,2.500000,2.500000,
0.002000,2.499500,2.500367,
0.004384,2.498904,2.500805,
0.007211,2.498199,2.501323,
0.010547,2.497366,2.501935,
0.014462,2.496390,2.502653,
0.019037,2.495251,2.503492,
0.024357,2.493927,2.504467,
0.030515,2.492397,2.505594,
0.037613,2.490636,2.506893,
0.045760,2.488618,2.508383,
0.055070,2.486316,2.510085,
0.065670,2.483701,2.512020,
0.077689,2.480743,2.514213,
0.091268,2.477411,2.516687,
0.106553,2.473673,2.519468,
0.123697,2.469495,2.522583,
0.142861,2.464843,2.526059,
0.164212,2.459684,2.529926,
0.187923,2.453984,2.534210,
0.214172,2.447709,2.538943,
0.243145,2.440826,2.544154,
0.275029,2.433304,2.549874,
0.310018,2.425111,2.556131,
0.348308,2.416221,2.562957,
0.390101,2.406606,2.570380,
0.435598,2.396244,2.578430,
0.485004,2.385114,2.587135,
0.538525,2.373203,2.596521,
0.596369,2.360496,2.606616,
0.658743,2.346990,2.617443,
0.725853,2.332681,2.629025,
0.797907,2.317574,2.641384,
0.875110,2.301681,2.654538,
0.957664,2.285018,2.668505,
1.045772,2.267610,2.683299,
1.139632,2.249488,2.698931,
1.239440,2.230692,2.715412,
1.345387,2.211269,2.732747,
1.457664,2.191275,2.750940,
1.576455,2.170773,2.769992,
1.701940,2.149836,2.789899,
1.834297,2.128543,2.810656,
1.973696,2.106984,2.832254,
2.120307,2.085257,2.854679,
2.274291,2.063466,2.877916,
2.435807,2.041725,2.901946,
2.605008,2.020156,2.926746,
2.782044,1.998886,2.952290,
2.967059,1.978052,2.978547,
3.160193,1.957797,3.005487,
3.361582,1.938246,3.033071,
3.565959,1.919265,3.060545,
3.780815,1.899724,3.088875,
4.006411,1.879653,3.118024,
4.243002,1.859085,3.147952,
4.490840,1.838055,3.178617,
4.750175,1.816600,3.209971,
5.021254,1.794760,3.241965,
5.304321,1.772577,3.274546,
5.599620,1.750096,3.307658,
5.907389,1.727361,3.341244,
6.227868,1.682999,3.375320,
6.538436,1.635049,3.407568,
6.857385,1.590295,3.439929,
7.184785,1.548939,3.472347,
7.520706,1.511179,3.504763,
7.865220,1.477204,3.537118,
8.218400,1.447201,3.569351,
8.580324,1.421348,3.601400,
8.951068,1.399818,3.633202,
9.330715,1.382776,3.664692,
9.719348,1.368175,3.695812,
10.120829,1.353685,3.726812,
10.537430,1.339252,3.757790,
10.969420,1.324907,3.788682,
11.417069,1.310682,3.819425,
11.880652,1.296607,3.849956,
12.360448,1.251772,3.880379,
12.823475,1.203172,3.908789,
13.293887,1.162482,3.936736,
13.771806,1.129697,3.964146,
14.257356,1.104806,3.990946,
14.750669,1.087794,4.017062,
15.251881,1.078641,4.042426,
15.761132,1.074381,4.066981,
16.270384,1.070687,4.090347,
16.797849,1.067055,4.113355,
17.343890,1.063491,4.135958,
17.908877,1.060003,4.158112,
18.493197,1.020364,4.180003,
19.056017,0.977247,4.200332,
19.624892,0.945454,4.220148,
20.200038,0.924690,4.239347,
20.781678,0.914679,4.257834,
21.370035,0.915076,4.275519,
21.958392,0.919930,4.292157,
22.567037,0.924659,4.308311,
23.196433,0.929256,4.323954,
23.847061,0.933713,4.339062,
24.519430,0.896541,4.353911,
25.166022,0.856248,4.367714,
25.812615,0.830628,4.381043,
26.464139,0.818719,4.393850,
27.120922,0.819953,4.406004,
27.783293,0.830297,4.417400,
28.438426,0.841061,4.427826,
29.115158,0.851463,4.437768,
29.814032,0.861492,4.447219,
30.535623,0.826765,4.456508,
31.228990,0.789131,4.465251,
31.922356,0.767955,4.473775,
32.615722,0.762137,4.481895,
33.309088,0.770646,4.489451,
34.007464,0.785977,4.496394,
34.713667,0.800574,4.502747,
35.441808,0.814583,4.508653,
36.192468,0.794871,4.514252,
36.936726,0.750029,4.519938,
37.680984,0.724422,4.525684,
38.425242,0.716672,4.531237,
39.169501,0.725496,4.536382,
39.913759,0.744155,4.540968,
40.651003,0.762344,4.544944,
41.409622,0.779711,4.548499,
42.190200,0.787058,4.551646,
42.936307,0.742641,4.554752,
43.682413,0.717515,4.558097,
44.428519,0.710294,4.561415,
45.174626,0.719689,4.564478,
45.920732,0.738843,4.567124,
46.660032,0.757459,4.569310,
47.420870,0.775233,4.571149,
48.203830,0.757707,4.572798,
48.978348,0.714475,4.574836,
49.752866,0.691789,4.577174,
50.527384,0.688117,4.579515,
51.301902,0.702041,4.581611,
52.076420,0.724048,4.583299,
52.856972,0.744775,4.584576,
53.658720,0.764446,4.585498,
54.482274,0.731326,4.586524,
55.272214,0.695795,4.587871,
56.062153,0.680970,4.589466,
56.852093,0.685276,4.591012,
57.642032,0.705495,4.592261,
58.417205,0.727469,4.593106,
59.213140,0.748327,4.593606,
60.030431,0.757962,4.593783,
60.810884,0.710553,4.594282,
61.591336,0.684289,4.595253,
62.371789,0.677581,4.596375,
63.152242,0.688961,4.597381,
63.932695,0.711122,4.598071,
64.704659,0.732590,4.598407,
65.497608,0.752982,4.598431,
66.312136,0.737619,4.598313,
67.116146,0.697213,4.598716,
67.920156,0.678570,4.599506,
68.724167,0.680009,4.600355,
69.528177,0.699388,4.600986,
70.317201,0.722203,4.601262,
71.126847,0.743816,4.601204,
71.957716,0.764249,4.600839,
72.810446,0.735569,4.600610,
73.628787,0.706554,4.600787,
74.447127,0.699117,4.601211,
75.265468,0.711561,4.601566,
76.083809,0.733763,4.601633,
76.902149,0.754690,4.601382,
77.742058,0.774460,4.600840,
78.604188,0.740979,4.600493,
79.430941,0.706437,4.600642,
80.257693,0.694325,4.601119,
