Time(ns),Calculated Values(V1),Calculated Values(V2)
0.000000,2.500000,2.500000,
0.002000,2.499500,2.500367,
0.004366,2.498909,2.500801,
0.007151,2.498213,2.501312,
0.010412,2.497399,2.501911,
0.014215,2.496450,2.502608,
0.018627,2.495349,2.503417,
0.023725,2.494079,2.504351,
0.029588,2.492618,2.505425,
0.036304,2.490947,2.506654,
0.043965,2.489042,2.508055,
0.052671,2.486881,2.509647,
0.062526,2.484437,2.511446,
0.073640,2.481685,2.513474,
0.086129,2.478597,2.515751,
0.100114,2.475146,2.518297,
0.115723,2.471303,2.521135,
0.133085,2.467037,2.524287,
0.152338,2.462320,2.527777,
0.173621,2.457119,2.531627,
0.197078,2.451406,2.535863,
0.222857,2.445149,2.540507,
0.251108,2.438317,2.545585,
0.281984,2.430883,2.551120,
0.315640,2.422815,2.557137,
0.352234,2.414087,2.563658,
0.391924,2.404672,2.570707,
0.434868,2.394545,2.578306,
0.481226,2.383682,2.586477,
0.531157,2.372062,2.595240,
0.584819,2.359665,2.604616,
0.642371,2.346476,2.614622,
0.703969,2.332480,2.625276,
0.769766,2.317667,2.636593,
0.839917,2.302028,2.648588,
0.914570,2.285559,2.661272,
0.993872,2.268259,2.674656,
1.077969,2.250132,2.688749,
1.167001,2.231182,2.703558,
1.261105,2.211422,2.719087,
1.360415,2.190864,2.735339,
1.465061,2.169528,2.752315,
1.575168,2.147435,2.770013,
1.690859,2.124613,2.788430,
1.812252,2.101091,2.807560,
1.939459,2.076905,2.827394,
2.072589,2.050032,2.847926,
2.203355,2.023579,2.867874,
2.340061,1.996472,2.888501,
2.482807,1.968759,2.909793,
2.631688,1.940489,2.931736,
2.786796,1.911715,2.954314,
2.948216,1.882493,2.977508,
3.116033,1.852883,3.001298,
3.290325,1.822948,3.025664,
3.471168,1.792752,3.050581,
3.658635,1.762364,3.076024,
3.852793,1.731853,3.101967,
4.053709,1.699505,3.128383,
4.248920,1.666943,3.153650,
4.450841,1.634322,3.179378,
4.659532,1.601716,3.205540,
4.875051,1.569202,3.232107,
5.097452,1.536858,3.259048,
5.326787,1.504763,3.286332,
5.563107,1.472995,3.313928,
5.806461,1.441633,3.341801,
6.056895,1.410757,3.369919,
6.314456,1.375359,3.398259,
6.578986,1.340621,3.426778,
6.850523,1.306624,3.455443,
7.129108,1.273447,3.484219,
7.414779,1.241167,3.513070,
7.707574,1.209860,3.541962,
8.007533,1.179599,3.570859,
8.314696,1.144407,3.599744,
8.628831,1.110477,3.628575,
8.949975,1.077879,3.657319,
9.278167,1.046678,3.685942,
9.613448,1.016937,3.714410,
9.955861,0.988715,3.742691,
10.305449,0.956715,3.770767,
10.645443,0.926326,3.797338,
10.992531,0.897523,3.823729,
11.346757,0.870362,3.849910,
11.708169,0.844893,3.875851,
12.076818,0.821167,3.901520,
12.452755,0.791850,3.926916,
12.835623,0.764530,3.952007,
13.225477,0.739243,3.976765,
13.622379,0.716023,4.001166,
14.026390,0.694900,4.025182,
14.437579,0.667846,4.048820,
14.855521,0.643162,4.072055,
15.280291,0.620861,4.094866,
15.711967,0.600958,4.117230,
16.150631,0.579562,4.139127,
16.573511,0.557070,4.159516,
17.003320,0.536957,4.179528,
17.440138,0.519235,4.199142,
17.884053,0.503913,4.218338,
18.335155,0.484117,4.237119,
18.772706,0.465770,4.254685,
19.217311,0.449849,4.271889,
19.669064,0.436361,4.288712,
20.128061,0.421230,4.305136,
20.570344,0.404523,4.320393,
21.019751,0.390247,4.335334,
21.476379,0.378406,4.349938,
21.940328,0.369004,4.364188,
22.411705,0.354857,4.378091,
22.868707,0.341872,4.391061,
23.332940,0.331366,4.403729,
23.804510,0.323336,4.416079,
24.283530,0.310484,4.428118,
24.747864,0.298744,4.439344,
25.219434,0.289522,4.450301,
25.698354,0.282814,4.460973,
26.184742,0.274291,4.471341,
26.653148,0.263665,4.480948,
27.128827,0.255564,4.490323,
27.611896,0.249983,4.499450,
28.102476,0.246916,4.508310,
28.600695,0.236634,4.516927,
29.105788,0.229191,4.525305,
29.617896,0.224559,4.533425,
30.137166,0.218092,4.541271,
30.636909,0.209357,4.548523,
31.143631,0.203422,4.555573,
31.657474,0.200259,4.562402,
32.178587,0.195208,4.568992,
32.680087,0.187770,4.575084,
33.188647,0.183103,4.581005,
33.704413,0.181181,4.586736,
34.227533,0.177328,4.592258,
34.730946,0.170985,4.597363,
35.241483,0.167394,4.602324,
35.759291,0.166529,4.607120,
36.284521,0.160379,4.611763,
36.793148,0.155108,4.616079,
37.308911,0.152605,4.620268,
37.831961,0.152843,4.624310,
38.362455,0.147729,4.628215,
38.876126,0.143443,4.631844,
39.396939,0.141943,4.635361,
39.925051,0.143197,4.638745,
40.460624,0.139037,4.642008,
40.979159,0.135660,4.645037,
41.504839,0.135085,4.647968,
42.037827,0.137279,4.650780,
42.578287,0.131690,4.653496,
43.125306,0.129227,4.656132,
43.679069,0.129832,4.658666,
44.239764,0.128467,4.661074,
44.778961,0.124409,4.663309,
45.324879,0.123401,4.665473,
45.877701,0.125390,4.667542,
46.437614,0.121824,4.669528,
46.979460,0.119148,4.671375,
47.528111,0.119494,4.673156,
48.083752,0.122810,4.674847,
48.646572,0.118101,4.676474,
49.215615,0.116733,4.678053,
49.791091,0.118627,4.679559,
50.373213,0.114880,4.681001,
50.936320,0.112189,4.682350,
51.505836,0.112752,4.683647,
52.081972,0.116498,4.684868,
52.664939,0.112031,4.686037,
53.253756,0.111127,4.687174,
53.848660,0.113684,4.688250,
54.449887,0.110498,4.689272,
55.031275,0.108455,4.690231,
55.618780,0.109843,4.691148,
